"","Hugo_Symbol","PRAD_Median"
"1058","EIF2D",1073.91
"1059","TMEM45B",183.195
"1060","PPP1R12C",1984.12
"1061","MAP3K10",214.275
"1062","AMPH",26.57
"1063","KLHL32",5.965
"1064","DDX11",260.385
"1065","DNAJC24",153.88
"1066","ATP6V1E2",204.785
"1067","SCPEP1",2836.32
"1068","SHKBP1",931.53
"1069","NT5E",248
"1070","NOS3",128.515
"1071","ADD1",4853.4
"1072","FAM150A",11
"1073","PPP2R1A",6164.64
"1074","TRAK1",413.435
"1075","C11orf1",1183.45
"1076","AZIN1",1359.61
"1077","MEMO1",478.375
"1078","PPFIA4",11.52
"1079","RBM22",703.28
"1080","PRUNE2",1572.8
"1081","ZNF525",226.54
"1082","SPOPL",233.755
"1083","BRF2",385.68
"1084","SSH2",159.35
"1085","ZKSCAN8",196.405
"1086","RABGAP1",827.995
"1087","SLC26A7",4.86
"1088","KDM5D",507.46
"1089","DKK1",142.015
"1090","LIMS3",3.44
"1091","PBX2",1155.065
"1092","ETV5",180.055
"1093","UFC1",3874.05
"1094","SEC14L4",0.87
"1095","ARPC1B",2255.915
"1096","ELFN1",18.835
"1097","SHISA4",700.88
"1098","SGK2",11.775
"1099","OSBPL8",277.21
"1100","TMEM53",265.87
"1101","C1RL",705.73
"1102","PDCD10",854.15
"1103","KRTAP1-5",1.92
"1104","ACE",460.45
"1105","GEMIN2",211.31
"1106","ITM2B",15715.96
"1107","CHN2",178.2
"1108","C15orf57",581.055
"1109","LRFN3",265.88
"1110","TMEM40",100.13
"1111","PKLR",0.39
"1112","UST",164.995
"1113","RP11-447L10.1",0
"1114","TEKT3",7.285
"1115","FAM189A2",587.145
"1116","SPRR3",4.68
"1117","C7orf73",1251.015
"1118","C12orf76",295.12
"1119","FRYL",349.925
"1120","KAT7",587.145
"1121","ATP5SL",934.855
"1122","NOP16",333.3
"1123","C8A",0
"1124","PPP1R3E",265.87
"1125","NUDT21",974.525
"1126","SLC10A5",9.52
"1127","PSMB7",3540.23
"1128","ZNF283",72.265
"1129","PDE1C",38.42
"1130","HPDL",27.645
"1131","AP3S1",1251.015
"1132","PPP1R16A",1059.135
"1133","FOXP1",710.845
"1134","PPIH",866.07
"1135","EFNA1",2645.74
"1136","USP6",4.24
"1137","SCN4B",88.9
"1138","SH3GL3",15.98
"1139","SPAG17",4.92
"1140","CKS1B",1.895
"1141","TBCC",414.87
"1142","ZNF501",95.005
"1143","CT62",10.235
"1144","PNMAL2",31.11
"1145","ZNF524",569.105
"1146","SAMD4A",191.1
"1147","GBX2",0
"1148","MTX3",98.73
"1149","C17orf51",69.035
"1150","GOLGA6L10",3.9
"1151","VILL",410.59
"1152","SNN",473.41
"1153","SDR39U1",1611.415
"1154","SGSM3",2194.2
"1155","COL8A1",180.04
"1156","NAV3",51.93
"1157","ATG4B",1313.23
"1158","CRHR1",14.805
"1159","ZNF140",420.68
"1160","ATP2A3",589.175
"1161","RSRC1",491.85
"1162","FYCO1",540.205
"1163","TPX2",19.645
"1164","ZNF566",107.005
"1165","C19orf47",346.3
"1166","ADAMTS4",42.15
"1167","DDX26B",88.895
"1168","CCDC67",16.955
"1169","RPL11",57470.315
"1170","MLNR",0.655
"1171","POLR3F",169.66
"1172","AVEN",247.14
"1173","TRABD2B",36.145
"1174","CNTN3",129.69
"1175","RP11-676J12.7",18.165
"1176","BNIP1",308.775
"1177","AC037459.4",157.7
"1178","TUBD1",249.73
"1179","ZNF318",185.11
"1180","ORM1",113.165
"1181","AKAP11",216.53
"1182","ATP6V0B",4109.84
"1183","IFT27",977.895
"1184","RAMP3",483.38
"1185","GNPDA2",331.01
"1186","GPR39",30.13
"1187","APOA5",0.42
"1188","CGNL1",854.15
"1189","ADAD2",28.57
"1190","OIT3",0.39
"1191","HES4",254.115
"1192","DTNA",455.67
"1193","SON",2546.75
"1194","C17orf100",24.63
"1195","AGT",179.395
"1196","SUMO3",1864.065
"1197","SPATA31A7",0
"1198","TRIM24",291.045
"1199","KCTD10",857.23
"1200","NUP160",339.14
"1201","TRMT11",244.58
"1202","HEG1",270.54
"1203","DENR",791.35
"1204","AGPS",113.565
"1205","FAM207A",387.11
"1206","UIMC1",419.225
"1207","FOSL2",998.94
"1208","ZNF541",3.96
"1209","AC140061.12",0
"1210","EHD1",555.41
"1211","ARHGEF2",516.505
"1212","GLTPD2",5.35
"1213","CTB-129P6.11",0
"1214","GEMIN4",403.5
"1215","RPAP3",361.05
"1216","LEF1",168.51
"1217","ERCC3",759.08
"1218","PDZD8",212.055
"1219","BPIFB1",16.215
"1220","ADA",82.915
"1221","TACC3",88.635
"1222","RNF138",273.4
"1223","IL36B",0
"1224","NR1H4",5.785
"1225","ANKRD20A4",2.875
"1226","RBM42",1605.865
"1227","STRBP",337.965
"1228","YTHDF1",622.83
"1229","PAX1",0.325
"1230","ARSB",95.675
"1231","MIER3",196.405
"1232","ENDOG",428.07
"1233","CEBPB",931.53
"1234","HDAC7",890.465
"1235","ATP11B",516.355
"1236","MMAB",1572.8
"1237","ATP10B",1.33
"1238","NDC80",107.385
"1239","EFCAB10",6.015
"1240","C10orf54",1059.215
"1241","HAX1",2511.795
"1242","SIRT3",609.99
"1243","CACNB2",118.43
"1244","ZNF285",51.895
"1245","HLA-DQB2",88.265
"1246","LYST",155.5
"1247","NXPE3",137.17
"1248","KIAA0895",90.455
"1249","CFTR",60.825
"1250","C5AR1",62.845
"1251","MAGEA1",0
"1252","ZNF302",423.61
"1253","C7orf60",143.51
"1254","FAM155A",37.72
"1255","PRKAA2",69.28
"1256","NPLOC4",743.43
"1257","SDF2",1639.59
"1258","MAGI2",131.975
"1259","APOBEC3A",7.455
"1260","FIG4",277.2
"1261","FTL",50534.47
"1262","ZBTB33",175.07
"1263","LAGE3",521.77
"1264","ANAPC4",372.515
"1265","PRIM1",118.845
"1266","SERPINA11",11.435
"1267","ETHE1",1364.375
"1268","ENTPD4",471.795
"1269","FEZ2",725.595
"1270","MYL1",2.785
"1271","RBMS3",131.075
"1272","PIP4K2C",713.13
"1273","IFI44",263.115
"1274","KLHL15",94.03
"1275","DYNLRB1",6792.79
"1276","AAMP",2835.775
"1277","RNGTT",148.605
"1278","DEC1",4.64
"1279","OR2A4",0
"1280","LYRM9",538.32
"1281","PRKD1",475.06
"1282","SNX2",1273.795
"1283","C1orf109",410.99
"1284","ERI1",88.88
"1285","IL32",1278.06
"1286","PRM2",0
"1287","DPP4",2022.735
"1288","SNAP23",1535.05
"1289","PLXNA2",122.215
"1290","FAM209B",4.94
"1291","SLAMF8",49.04
"1292","GRTP1",516.505
"1293","GADD45GIP1",2343.405
"1294","MAGEH1",1196.41
"1295","GRB14",15.975
"1296","TCP11L2",124.805
"1297","RP11-834C11.12",0
"1298","AMIGO3",74.32
"1299","CTRL",8.515
"1300","BCAR1",748.61
"1301","GPR75-ASB3",377.745
"1302","DNAH2",6.81
"1303","ACSM3",738.455
"1304","PLEKHG3",518.15
"1305","HIPK3",527.225
"1306","CENPB",1151.06
"1307","JMJD8",1662.49
"1308","CXCL9",52.275
"1309","TMEM131",488.445
"1310","SYDE2",32.945
"1311","CSNK2B",4388.98
"1312","LHFP",460.45
"1313","DEFB103A",0
"1314","SIGLEC11",3.2
"1315","CRP",0.885
"1316","KATNA1",300.29
"1317","FAM167B",209.11
"1318","ZNF469",16.815
"1319","YPEL2",187.71
"1320","CRYGS",22.59
"1321","VANGL1",139.555
"1322","SDC3",839.445
"1323","ABHD17C",525.41
"1324","INS",0
"1325","AASS",176.935
"1326","C6orf48",3969.43
"1327","MAPRE1",1703.435
"1328","COMMD8",296.14
"1329","TBC1D31",63.225
"1330","LEKR1",17.195
"1331","GAPVD1",272.425
"1332","BOD1",1019.465
"1333","GOLIM4",335.675
"1334","TEX30",127.905
"1335","WDR90",320.8
"1336","H1FNT",0.76
"1337","FAM24B",51.17
"1338","RLN1",440.15
"1339","ZNF784",151.22
"1340","CYP51A1",1123.51
"1341","RHOU",1851.18
"1342","ANKRD20A2",2.83
"1343","SH3KBP1",179.405
"1344","ARID5B",476.725
"1345","TRIM25",245.46
"1346","RP11-368I7.4",6.31
"1347","AGTPBP1",107.005
"1348","SPPL2A",738.29
"1349","COL27A1",163.28
"1350","TRAPPC6B",361.05
"1351","DLEU1",184.465
"1352","FAM49A",255
"1353","FAM229A",66.415
"1354","PAQR7",221.865
"1355","ACACA",1251.105
"1356","MGME1",232.94
"1357","SLC16A11",79.05
"1358","ASXL1",438.59
"1359","PCDHA11",4.07
"1360","CDH19",25.725
"1361","ABHD11",1313.735
"1362","HIST2H2AA3",226.55
"1363","UNC5B",269.62
"1364","AC062017.1",68.55
"1365","MXRA5",193.015
"1366","CA2",40.93
"1367","CXXC4",18.975
"1368","PET117",351.14
"1369","NOL12",466.88
"1370","DERA",466.895
"1371","C19orf12",361.04
"1372","SCEL",1.56
"1373","ZNF26",125.24
"1374","MRC1L1",27.255
"1375","ZNF737",189.06
"1376","SLC16A4",100.135
"1377","KIF5C",651.59
"1378","MRPS23",1721.195
"1379","AP000974.1",2.695
"1380","RP11-162P23.2",0
"1381","CCDC74B",223.415
"1382","ZNF398",143.01
"1383","MERTK",315.27
"1384","HPCA",16.57
"1385","TBX5",56.52
"1386","H2AFZ",4254.395
"1387","PPCS",2054.12
"1388","RPL21",36483.815
"1389","HAUS4",995
"1390","STEAP4",1639.745
"1391","HTR1E",1.09
"1392","DOCK5",182.55
"1393","NCOR2",1651.04
"1394","KBTBD8",10.12
"1395","SNX13",357.315
"1396","IRF3",1359.57
"1397","MFGE8",2494.32
"1398","PRR11",18.29
"1399","GSTT2B",256.84
"1400","SLC44A3",364.825
"1401","LETM1",248
"1402","RFWD3",157.135
"1403","SLC25A25",373.81
"1404","RAB5A",878.17
"1405","CLLU1OS",0
"1406","SCUBE3",42.73
"1407","EVI5L",310.915
"1408","GIPR",29.49
"1409","BNC2",62.785
"1410","COX6B1",8219.49
"1411","PRKRIR",555.41
"1412","PCDHB12",19.97
"1413","BIN1",1295.165
"1414","SAA2",61.255
"1415","OSR2",991.56
"1416","XCR1",2.42
"1417","ZNF280D",470.14
"1418","DHRS2",38.675
"1419","USP48",593.31
"1420","HNRNPA1",22614.255
"1421","MEX3A",26.12
"1422","ANAPC2",748.61
"1423","EXOSC9",388.37
"1424","CORO1C",947.83
"1425","TMEM69",597.415
"1426","RRM2B",332.15
"1427","ROBO4",157.145
"1428","MURC",3.35
"1429","DDX10",410.575
"1430","GSN",8480.095
"1431","FAM69C",6.55
"1432","ANKDD1B",14.945
"1433","FAM89A",149.14
"1434","CNTFR",134.125
"1435","TPD52L2",1851.18
"1436","NPC1",446.27
"1437","FKSG48",0
"1438","GCLC",640.465
"1439","EFHB",28.45
"1440","GSTO1",2367.95
"1441","DKK2",19.535
"1442","ASB3",0
"1443","DDX60L",125.695
"1444","FBXO31",620.68
"1445","HS2ST1",270.55
"1446","PDXP",172.66
"1447","ZNF222",78.07
"1448","MYCL",174.46
"1449","CADM1",457.265
"1450","PDE2A",272.425
"1451","VCP",4137.835
"1452","ITSN2",466.925
"1453","CUL7",377.725
"1454","SPHK2",329.85
"1455","SUMF2",3755.07
"1456","ABLIM3",228.99
"1457","GCLM",189.705
"1458","UBE4B",629.35
"1459","KLHL33",7.58
"1460","RNF126",887.365
"1461","AC136297.1",548.395
"1462","USB1",557.345
"1463","LBH",785.88
"1464","FAM161B",135.715
"1465","FAM203A",372.515
"1466","GORASP2",1392.995
"1467","PARD6A",125.25
"1468","PRKAR2B",234.575
"1469","RAG2",0.415
"1470","ANKRD17",529.105
"1471","CTD-2600O9.1",3.275
"1472","AMDHD1",5.06
"1473","ADAMTS19",2.94
"1474","MFF",1551.13
"1475","KIAA0196",559.28
"1476","GRIK5",123.5
"1477","FLJ00418",5.94
"1478","IL5RA",13.44
"1479","PAICS",964.415
"1480","SH2D4A",254.13
"1481","TNNT3",56.105
"1482","ABLIM1",485.065
"1483","PPIF",653.845
"1484","IPO4",428.115
"1485","TMEM246",212.805
"1486","SMARCAL1",314.17
"1487","GGA2",1462.3
"1488","USP24",257.715
"1489","RSC1A1",0
"1490","ADH4",2.595
"1491","WNT16",11.305
"1492","RAD50",348.715
"1493","RP11-162A12.2",5.365
"1494","CYP2E1",58.72
"1495","MMP24",40.36
"1496","COMMD3",1340.84
"1497","PIGM",199.16
"1498","RP11-169F17.1",0
"1499","ZCCHC8",323.065
"1500","TRIM27",906.03
"1501","ZNF202",131.975
"1502","CECR1",486.8
"1503","HSPBP1",748.63
"1504","ZCRB1",1551.09
"1505","N4BP3",24.81
"1506","PTRH2",587.145
"1507","GMCL1",254.115
"1508","BX088651.1",4.39
"1509","ATPIF1",6584.185
"1510","CTD-2545M3.6",0
"1511","PRSS12",36.64
"1512","PHKG2",796.86
"1513","HGS",1977.24
"1514","FSCN2",16.45
"1515","ABT1",392.44
"1516","C5orf46",5.94
"1517","CEP55",9.165
"1518","GPN1",656.13
"1519","NCKIPSD",417.925
"1520","WDR91",245.425
"1521","ETFA",2104.625
"1522","LXN",893.59
"1523","PTS",767.025
"1524","ZNF559",393.825
"1525","IVL",2.14
"1526","CD8A",108.595
"1527","C11orf88",2.215
"1528","UGGT2",213.525
"1529","TMEM151A",1.745
"1530","PIWIL1",0.475
"1531","DGAT1",772.48
"1532","TRA2B",1984.12
"1533","HTT",309.83
"1534","EN2",0.41
"1535","LSM4",2511.675
"1536","CEP68",248.055
"1537","ZNF324B",73.03
"1538","STAR",7.17
"1539","AURKAIP1",2895.31
"1540","RP11-723O4.6",6.085
"1541","ALAD",1139.15
"1542","ERLIN2",741.22
"1543","AL109927.1",0
"1544","MAGEA2B",0
"1545","SACM1L",616.37
"1546","TSEN54",622.86
"1547","PDPR",183.275
"1548","MYOCD",245.44
"1549","SLC15A4",328.7
"1550","SNX15",519.955
"1551","HCN3",36.675
"1552","SHROOM1",864.135
"1553","CRYBG3",257.69
"1554","ARPP21",4.085
"1555","GCHFR",667.635
"1556","KDM2A",816.695
"1557","AC027228.1",3.005
"1558","USP53",289.05
"1559","SPINK6",0
"1560","NPAS1",13.025
"1561","MRPS27",906.03
"1562","C9orf152",545.855
"1563","ST6GALNAC3",23.09
"1564","ENDOV",460.44
"1565","TEX26",7.32
"1566","NPW",4.76
"1567","FMO4",91.73
"1568","IGSF3",178.77
"1569","FAM117A",362.315
"1570","AL358113.1",345.09
"1571","PCBP1",5872.62
"1572","ARL17A",151.75
"1573","C6orf163",14.485
"1574","BMP2K",132.435
"1575","CTD-2369P2.10",13.88
"1576","PMP22",1127.595
"1577","TFAM",441.64
"1578","MLLT1",649.35
"1579","CELF3",2.735
"1580","C10orf88",107.38
"1581","MYBPC1",1715.21
"1582","KIAA0556",278.255
"1583","SNAP47",618.52
"1584","RNF144A",177.545
"1585","ZFP92",3.87
"1586","NSUN6",159.905
"1587","RYR3",14.515
"1588","COMMD10",663.085
"1589","ATAD2",201.955
"1590","KLF10",595.4
"1591","PRRT1",236.21
"1592","SNX17",2485.73
"1593","KIT",119.285
"1594","ALKBH4",269.605
"1595","GAL3ST3",17.445
"1596","OLIG1",2.365
"1597","CORO1A",400.01
"1598","PSMD7",2311.135
"1599","SFPQ",4052.66
"1600","KPNA2",244.57
"1601","TLDC1",200.58
"1602","MEFV",4.47
"1603","CCDC77",118.43
"1604","PCDHGA1",7.55
"1605","TBC1D26",0.83
"1606","DBI",17991.125
"1607","CDADC1",203.365
"1608","C9orf153",0.57
"1609","SFXN3",481.71
"1610","KANSL3",629.35
"1611","MAP1B",460.485
"1612","CPNE1",2618.38
"1613","PEBP1",8779.18
"1614","COL4A4",48.87
"1615","MPPED2",460.715
"1616","STXBP4",79.74
"1617","MTMR2",462.045
"1618","RPL27A",67379.085
"1619","KCNB1",35.125
"1620","DNAH6",15.74
"1621","MGARP",39.5
"1622","IGF1",404.965
"1623","KDELC2",553.57
"1624","SEMA4G",310.93
"1625","FIGF",9.165
"1626","LRIG1",1697.485
"1627","P4HA1",534.625
"1628","ATP5E",1336.205
"1629","BIRC2",607.87
"1630","MYF6",0
"1631","MASP2",14.31
"1632","VPS37C",684.02
"1633","GPX1",5555.65
"1634","VKORC1",2434.73
"1635","HIST1H4E",12.18
"1636","GLRB",104.43
"1637","GNG11",361.12
"1638","SLC16A9",164.42
"1639","IDH1",4655.43
"1640","STPG2",1.82
"1641","PCDHA13",2.545
"1642","FAM86B1",175.07
"1643","CPLX3",104.79
"1644","BANP",234.57
"1645","CDR2L",167.9
"1646","NIPBL",409.15
"1647","HNF1B",96.01
"1648","VSIG1",3.155
"1649","CRCT1",0
"1650","ATL3",441.64
"1651","TGFBR3",372.62
"1652","KLRC1",12.27
"1653","SNTA1",565.22
"1654","ZNF365",25.91
"1655","CD79A",43.325
"1656","MAGEA9",0
"1657","MRPL37",1290.655
"1658","UBXN2A",191.005
"1659","ADRA2A",51.53
"1660","THOC2",813.65
"1661","RNASE1",2112.205
"1662","PTMA",20809.28
"1663","AC009060.1",0
"1664","UBD",402.805
"1665","NHSL1",26.005
"1666","C1orf213",124.37
"1667","MCFD2",1437.185
"1668","ALDOB",2.085
"1669","PNMA2",14.845
"1670","SORT1",498.755
"1671","PHF2",577.035
"1672","VSTM5",12.64
"1673","ZNF311",43.17
"1674","TTC23L",17.125
"1675","FAM227B",206.22
"1676","MFAP4",2825.905
"1677","PLA2G1B",5.795
"1678","CCL20",31.62
"1679","ATP5B",10883.59
"1680","TOP2B",2104.58
"1681","NAALAD2",34.755
"1682","CH17-132F21.1",0
"1683","FLNB",3941.815
"1684","CSTF1",473.41
"1685","ARMC7",347.5
"1686","APP",7776.43
"1687","SLC38A8",0
"1688","FAM43B",6.785
"1689","PRPSAP2",530.9
"1690","KATNBL1",400.795
"1691","NDUFA5",1857.6
"1692","DPY30",2201.625
"1693","ZSCAN12",79.73
"1694","CCL27",2.89
"1695","RNF217",108.14
"1696","PDP2",84.07
"1697","SEC24C",1238.045
"1698","SNRNP25",1055.45
"1699","LMBR1L",581.055
"1700","LGI3",32.845
"1701","FBXO17",470.145
"1702","MPV17L",116.78
"1703","KRT39",1.84
"1704","AL162431.1",0
"1705","AC112715.2",4.24
"1706","KIAA2022",22.59
"1707","FECH",542.075
"1708","ATP6V1B1",60.615
"1709","BDP1",194.36
"1710","NDUFA7",2600.41
"1711","PRDM5",97.36
"1712","PTPRR",4.155
"1713","RBBP4",2537.92
"1714","RGAG4",142.53
"1715","ARC",11.17
"1716","GCA",463.75
"1717","MDN1",330.99
"1718","PGLYRP4",0.915
"1719","ZIK1",72.01
"1720","RAB1A",3407.705
"1721","SYNCRIP",991.61
"1722","HNRNPD",4080.855
"1723","WDR24",220.32
"1724","ST8SIA3",0
"1725","FKSG68",0
"1726","TRIM3",351.15
"1727","HNRNPAB",1813.065
"1728","FPGT",218.095
"1729","CNTRL",148.605
"1730","B4GALT4",426.575
"1731","AL031666.2",0.995
"1732","ADAMTS13",55.305
"1733","LRRIQ1",22.345
"1734","WEE2",0.445
"1735","KPNA5",148.09
"1736","EOMES",6.685
"1737","GZMH",51.755
"1738","SEC24B",383.03
"1739","RAB34",1943.265
"1740","FKSG62",1.685
"1741","CLEC18A",8.45
"1742","ADAMTS18",3.505
"1743","TTC37",686.4
"1744","GTF2H2",131.52
"1745","C1QTNF7",107.775
"1746","CD84",28.14
"1747","NWD1",165.675
"1748","GGN",12.5
"1749","LUM",4903.87
"1750","NR2E1",0.315
"1751","NUDT7",228.13
"1752","ARHGEF33",14.295
"1753","TWF1",1336.205
"1754","BEX2",947.85
"1755","SF3B5",4224.8
"1756","UBE2O",314.17
"1757","SNURF",4.335
"1758","GHRH",0
"1759","TESK2",438.59
"1760","ZNF385D",47.855
"1761","NT5C1A",1.89
"1762","MRPL40",1216.78
"1763","SIN3A",557.345
"1764","FBXO25",1191.715
"1765","FSTL3",520.1
"1766","CRYBB3",4.045
"1767","DSTYK",130.6
"1768","GCC1",225.755
"1769","ACTR5",136.665
"1770","BZW2",703.28
"1771","ACP2",1002.025
"1772","C6orf141",16.96
"1773","THEM5",2.315
"1774","MFI2",93.375
"1775","AL359878.1",1.345
"1776","CBWD6",545.855
"1777","SCGB1A1",2637.865
"1778","IL3RA",56.88
"1779","RPL32",57650.795
"1780","TPM1",25092.195
"1781","KPTN",197.09
"1782","CASR",0.68
"1783","RP11-886H22.1",0
"1784","PANX2",74.06
"1785","IFT122",314.17
"1786","MRPL35",665.29
"1787","PRDM15",62.125
"1788","ATP2C2",536.45
"1789","BTLA",5.87
"1790","GOLGA6L9",0
"1791","PGA4",6.035
"1792","TEX40",8.165
"1793","PCDHA12",3.775
"1794","RNF141",720.58
"1795","NOL7",1264.075
"1796","STIP1",2097.305
"1797","SEPN1",1668.52
"1798","FAM72B",11.47
"1799","C17orf50",2.48
"1800","ZFP37",48.01
"1801","DKFZP761J1410",748.775
"1802","STK16",951.13
"1803","KIRREL2",0.68
"1804","GULP1",743.45
"1805","NOTCH4",234.62
"1806","KLRF2",0
"1807","SLC25A13",309.845
"1808","DEGS2",85.535
"1809","PIAS4",403.51
"1810","RBM15B",387.03
"1811","RMDN1",635.94
"1812","SLC45A4",209.11
"1813","CXCR5",4.435
"1814","TMEM109",2915.45
"1815","PALM3",54.335
"1816","MRGPRF",785.895
"1817","DARS",1340.97
"1818","ZNF221",20.87
"1819","PSCA",2226.56
"1820","ZNF226",565.165
"1821","CHD2",538.35
"1822","WT1",4.905
"1823","ATP2A1",22.265
"1824","MESDC2",676.94
"1825","JAKMIP2",9.97
"1826","G6PC",0
"1827","MCTP2",215.77
"1828","YY2",25.91
"1829","GOLPH3",2303.175
"1830","ALG3",893.59
"1831","SLC1A4",356.135
"1832","VPS26B",899.765
"1833","DLG2",97.7
"1834","CNPY2",3768.09
"1835","CCDC132",243.725
"1836","LRRC8C",41.965
"1837","GP6",5.52
"1838","ILKAP",665.29
"1839","ZNF468",206.225
"1840","POP4",1551.09
"1841","LTBP1",822.15
"1842","PLA1A",186.85
"1843","AARS",1703.355
"1844","SKA1",3.84
"1845","CSNK1G3",272.44
"1846","ZNF789",310.915
"1847","BCL2L15",17.64
"1848","SPRR1B",2.075
"1849","HPS4",446.27
"1850","KPNB1",2097.405
"1851","PRKAB1",521.77
"1852","SFT2D3",16.9
"1853","RCN2",941.295
"1854","KIAA2018",176.3
"1855","CCDC6",589.205
"1856","WDR64",0.84
"1857","ITLN1",7.94
"1858","LCN8",0
"1859","SIRPB2",12.41
"1860","RRAGA",2047
"1861","CDX2",8.545
"1862","TMEM129",925.09
"1863","ZNF385C",53.57
"1864","AC087477.1",0
"1865","COL19A1",1.81
"1866","MSR1",67.36
"1867","FOXO1",237.865
"1868","DDX42",1467.37
"1869","G3BP2",2104.58
"1870","CXorf27",0
"1871","ZNF850",13.525
"1872","LMO2",324.16
"1873","MINK1",890.465
"1874","LOXL3",53.195
"1875","ST20",272.425
"1876","PIK3IP1",767.025
"1877","TNN",0.81
"1878","CLEC4G",2.795
"1879","C7orf26",603.67
"1880","CDS2",627.17
"1881","TRIM56",248.865
"1882","TUBA4A",1519.15
"1883","FAM136A",656.11
"1884","GPC2",16.39
"1885","ITPA",1030.145
"1886","SLC9A1",612.12
"1887","PYGO1",89.825
"1888","APCDD1L",4.52
"1889","TRIM7",60.82
"1890","DOCK8",136.67
"1891","FAM72D",3.215
"1892","RBP7",567.115
"1893","CYFIP1",1255.335
"1894","TKTL1",2.695
"1895","AC139100.2",66.65
"1896","TJP3",287.01
"1897","CD1C",36.225
"1898","TTC19",842.375
"1899","APTX",624.99
"1900","MYO5A",127.445
"1901","FAM229B",563.23
"1902","KRT24",2.095
"1903","CREB3L2",581.055
"1904","SKP2",108.52
"1905","CIAO1",971.13
"1906","SNRPF",565.14
"1907","ADAM23",24.9
"1908","C5orf42",126.12
"1909","SNCB",0.885
"1910","PLAGL2",149.13
"1911","TMEM186",273.37
"1912","SSX2",0
"1913","TECTA",7.57
"1914","CD2BP2",1304.18
"1915","DPY19L1",146.555
"1916","FBN1",371.23
"1917","TCEB2",8539.085
"1918","ZNF513",393.81
"1919","LIN54",91.41
"1920","SMAD9",328.795
"1921","PWWP2A",238.69
"1922","SP8",38.215
"1923","EYS",2.445
"1924","PAX6",11.38
"1925","FAM27E2",5.31
"1926","PRMT10",172.715
"1927","TEX14",7.485
"1928","SIRT6",450.94
"1929","PTPRZ1",48.205
"1930","HSD11B2",290.235
"1931","TSHB",0
"1932","ZIC4",0
"1933","ASB8",536.45
"1934","SGCB",493.56
"1935","SVOP",1.165
"1936","CCNY",830.765
"1937","SNRPB",3515.765
"1938","RGP1",311.23
"1939","CADM3",36.275
"1940","GTPBP6",511
"1941","ZNF516",255.9
"1942","C5orf28",239.52
"1943","NCAM1",216.55
"1944","KRBOX1",107.385
"1945","ATRN",337.965
"1946","CHRM3",17.315
"1947","MUM1",521.77
"1948","ZNF713",52.825
"1949","MED12",485.065
"1950","IMPACT",559.295
"1951","SMAD5",417.775
"1952","LURAP1L",150.17
"1953","SNRPD2",7722.71
"1954","BAZ1A",251.48
"1955","TUBE1",260.385
"1956","CRELD1",1452.19
"1957","HOXB9",5.125
"1958","ANGPTL1",133.895
"1959","TEAD3",925.22
"1960","SCARF2",158.79
"1961","MORN3",12.36
"1962","VIM",10698.205
"1963","MEI1",34.26
"1964","AK4",518.16
"1965","ELMOD3",409.155
"1966","ADH6",7.82
"1967","PHACTR2",342.7
"1968","SMIM8",156.605
"1969","MANSC1",728.135
"1970","CCZ1B",735.74
"1971","LRRC37A2",256.805
"1972","SIAH1",425.09
"1973","CLIC2",98.385
"1974","DEF8",977.895
"1975","PCLO",86.125
"1976","USP40",581.055
"1977","COL5A2",120.11
"1978","NAPA",5129.945
"1979","DHX9",1963.57
"1980","AL139099.1",5.545
"1981","ART1",1.055
"1982","SOX14",11.395
"1983","L34079.2",0
"1984","ZC3H12D",11.91
"1985","ZNF550",131.545
"1986","BEAN1",9.89
"1987","PRDX2",8628.185
"1988","AUNIP",10.04
"1989","SLC16A3",400.945
"1990","AXDND1",2.89
"1991","LAYN",353.595
"1992","PADI4",2.425
"1993","IRX6",2.03
"1994","LMTK2",147.575
"1995","NCBP1",310.915
"1996","HID1",1838.385
"1997","PLAUR",188.37
"1998","TFAP2A",377.905
"1999","NXF2B",0
"2000","TSHZ1",280.115
"2001","YKT6",1159.07
"2002","MFSD2B",4.26
"2003","FAM20A",61.25
"2004","C11orf57",361.05
"2005","SERF2",35612.55
"2006","CTPS2",300.29
"2007","THSD1",59.55
"2008","MMAA",110.455
"2009","ADHFE1",402.12
"2010","TBC1D3F",109.7
"2011","NHLRC1",42.565
"2012","ETNPPL",1.675
"2013","NMU",4.7
"2014","HES7",0.88
"2015","CNR2",0.635
"2016","EPB42",11.34
"2017","IGF2BP3",1.215
"2018","P2RX1",203.145
"2019","KCTD9",511.195
"2020","CAMSAP2",223.43
"2021","PCP4L1",238.755
"2022","MKL2",331.01
"2023","CA5B",135.715
"2024","IGFBP1",0
"2025","GTF2H4",409.15
"2026","GET4",851.22
"2027","AGBL2",36.79
"2028","FCN1",52.11
"2029","SCAI",48.355
"2030","SERPINB3",41.225
"2031","USP19",884.29
"2032","UQCC1",549.655
"2033","PLA2G2C",5.41
"2034","SH2D1A",14.515
"2035","STRADA",553.485
"2036","ANKDD1A",127.445
"2037","TACO1",399.32
"2038","PRKAR1A",2758.205
"2039","CFL1",17019.77
"2040","CDKN2D",148.615
"2041","SLC2A5",682.575
"2042","RPL17",45701.96
"2043","H2AFB3",1.85
"2044","SSTR3",0.375
"2045","PRR15",88.92
"2046","FCGR2B",75.195
"2047","NAT8L",39.37
"2048","NFIA",373.81
"2049","ZNF410",845.29
"2050","VRK2",308.775
"2051","ERCC6L2",375.215
"2052","EPHA8",0.44
