"Hugo_Symbol","bladder","breast","cervix","colon","kidney","liver","lung","prostate","salivary","stomach","thyroid","uterus","max_easophagus"
"AADAT",103.69,81.14,92.7,87.65,101.19,698.41,101.54,213.525,35.76,82.58,131.055,181.915,170.26
"LRP11",679.29,563.18,571.05,303.44,603.68,172.65,435.55,679.35,651.58,402.105,575.03,399.34,785.88
"FGF20",1.91,3.89,16.51,0,1.99,0,1.22,4.295,2.12,2.81,5.43,2.03,1.075
"ARHGEF6",246.28,934.76,171.45,191.67,101.575,64.8,460.44,122.64,119.26,157.68,102.25,236.215,242.88
"ATP6V0D1",2520.38,1794.29,2163.77,3235.01,3419.85,1397.83,3639.7,2417.735,2502.97,2654.945,2664.15,1909.85,2384.37
"SLC7A14",0.45,1.36,0,6.52,1.56,0,0.3,1.275,0.61,1.395,0.22,0.07,3.66
"UCP2",2032.85,2240.11,896.64,988.12,1781.89,420.68,2997.45,944.685,1529.73,1487.9,2384.435,921.965,525.39
"CNN2",2701.35,3190.46,3124.78,1662.49,1623.1,836.53,4268.94,2344.085,3901.01,2209.26,3235.01,2987.235,3124.78
"FAM126A",193.01,493.56,103.69,119.26,98.07,87.03,226.54,103.33,208.38,131.52,123.5,167.965,283.06
"RP11-468E2.6",0,2.86,0,5.11,3.94,16.27,3.17,4.39,4.7,4.92,4.31,0,4.86
"MAP3K19",0.04,0.67,12.45,0.39,0.19,0.18,22.92,0.82,1.17,0.5,0.47,3.56,0.44
"AC009403.2",51.71,87.03,56.68,126.12,195.04,287.01,137.14,103.33,67.59,123.935,136.19,74.32,89.51
"CTDSPL",884.29,872.1,620.67,884.29,1201.02,381.68,967.76,816.465,551.56,791.35,369.935,475.06,813.63
"EML6",59.97,23.93,13.93,25.35,54.72,10.16,15.91,27.345,26.67,28.145,174.46,15.74,56.68
"FYB",71.5,120.94,43.94,73.54,71.775,47.84,229.72,60.82,75.11,99.79,54.72,29.91,61.68
"FBXL17",244.57,339.14,224.97,217.27,402.22,152.28,212.78,268.665,262.2,287.01,351.14,205.5,211.31
"FOXC1",201.25,273.37,217.27,25.91,745.595,15.11,87.65,185.11,283.05,69.03,98.04,78.36,204.07
"RP4-576H24.4",0,0,0,0,0,0,10.16,0,0,0,0,0,0
"PPM1H",62.56,148.09,24.46,41.22,339.275,64.34,69.52,429.55,50.63,78.34,64.34,140.84,23.25
"C9orf53",0,0,0,0,0,0,0,0,0,0,0,0,0
"FLT3",13.12,14.45,4.7,11.64,7,5.77,18.29,5.73,7,8.22,3.74,4.9,8.38
"LSP1",2537.92,1529.73,1806.78,1277.29,168.49,309.83,2193.99,361.07,1950,1457.26,720.58,1155.065,1023
"NDUFC2-KCTD14",0,0,10.79,0,0,0,0,0,0,0,0,14.045,3.875
"PPP1R11",1487.87,1322.37,1508.65,1909.85,1656.745,974.5,1674.06,1651,1397.83,2047,1519.15,1600.28,1651
"AP001421.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"CALCR",0.48,10.08,0.79,0.73,36.66,0,2.78,0,0.8,0,0,0,0.53
"ELAVL4",3.17,4.17,0.71,31.67,1.115,1.2,2.29,3.155,4.21,11.34,1.25,0.68,10.92
"CST5",0,0,0,0,15.145,0,57.08,2.48,0,0,0,0,53.005
"ATP10A",23.93,84.63,36.53,37.32,61.69,5.32,251.48,43.475,42.41,48.19,36.01,21.405,273.37
"FUCA1",1233.75,884.29,995,1437.15,2486.625,1304.15,1350.18,1524.44,599.49,1077.805,1674.06,802.41,491.85
"CCDC88C",334.46,285.03,142.01,255,224.255,72.52,414.87,426.575,316.37,446.27,74.855,188.39,547.75
"PNMA6B",0,0,1.87,0,0,0,0,0,0,0,0,0,0
"DEFB123",0,0,0,0,0,0,0,0,0,0,0,0,0
"PHOSPHO1",8.32,12.36,7.17,9.56,15.51,8,34.26,14.035,12.55,13.93,9.93,8.96,11.04
"NENF",2193.99,2075.59,3716.2,1457.23,2026.415,1551.09,1832.01,2529.15,1605.83,1437.15,1956.785,3103.19,1970.405
"OTOF",4.17,3.69,2.46,3.99,0.275,0.84,2.66,1.345,1.87,4.06,1.75,0.865,9.665
"ITPK1",1397.83,1417.35,2537.92,1883.54,1595.685,848.22,1313.23,1697.45,629.35,1208.34,842.36,1870.57,2564.47
"ACAN",18.56,4.43,80.57,5.63,36.33,0.24,12.45,7.845,3.08,6.7,8.78,17.965,8.51
"CCL17",20.41,16.15,24.11,7.88,5.97,6.16,138.1,8.06,57.49,12.47,7.845,0,42.11
"DOT1L",170.25,154.42,129.69,264.03,163.28,119.26,273.37,115.97,234.57,305.55,249.73,127.005,435.55
"OR13J1",0.57,0.71,1.71,0.71,0.365,0,0,1.45,0.46,0.68,0,1.77,3.775
"PHF16",100.83,155.5,96.01,63.45,118.015,95.34,94.67,109.66,66.65,88.57,76.17,132.45,100.13
"TMUB2",981.29,802.41,909.17,921.88,869.085,551.56,825,1037.29,633.73,753.83,1119.56,912.34,921.88
"GPR161",92.7,97.36,76.17,82.87,40.97,8.06,111.21,192.34,58.3,56.48,35.885,369.935,237.035
"NIP7",368.65,444.72,334.46,358.54,335.675,253.23,346.29,276.24,507.46,302.385,283.05,375.11,486.75
"EEF1G",55107.99,56265.94,75280.1,39510.91,34636.2,21026.65,30361.44,48643.87,54727.32,29531.18,33922.56,61152.125,37901.36
"TMEM17",45.21,68.55,94.01,24.81,115.565,31,62.12,59.76,59.97,29.165,93.68,66.195,63.45
"GABRE",346.29,395.18,1662.49,151.22,53.39,45.21,212.78,252.425,165.57,99.095,246.28,131.98,1529.73
"UTP3",642.59,620.67,551.56,450.94,589.35,450.94,603.67,414.87,591.22,407.73,500.46,633.75,518.15
"ZMAT5",563.18,463.65,759.08,450.94,715.935,543.96,660.68,788.615,583.07,614.24,769.69,842.375,555.41
"ZNF597",53.19,62.56,36.01,31,42.12,21.16,87.65,38.945,31.45,41.37,51.71,43.02,36.53
"AARS2",124.37,137.14,176.29,144.01,152.81,92.7,120.94,187.71,164.42,135.245,163.28,166.15,229.72
"DYNC1H1",4481.23,4358.66,4671.57,3847.29,2997.52,1437.15,4038.61,3742.05,4010.71,3257.52,3455.29,4389.41,5183.54
"DHPS",1457.23,1350.18,1540.37,1662.49,1225.34,1295.13,1427.22,1896.65,1295.13,1457.23,1709.26,1745.235,1991
"TMEM241",73.03,316.37,72.52,65.72,70.79,57.89,180.02,81.43,169.07,81.14,70.01,85.52,156.59
"UBTF",1477.58,1259.69,1697.45,1208.34,1286.21,703.28,1030.12,1513.9,1051.79,1015.93,1628.26,1739.165,1286.18
"TGFBR1",305.55,435.55,260.38,279.14,463.695,127,351.14,287.01,248,256.785,177.53,325.295,361.04
"MRC1",43.32,44.25,2.78,44.25,29.53,65.26,525.39,8.315,8.25,22.345,19.825,10.51,27.15
"GLT1D1",3.17,8.58,79.45,8.13,9.815,511,38.67,14.725,11.04,6.755,18.03,59.55,8
"NOD1",136.19,248,151.22,143.01,97.7,36.53,376.41,85.22,100.13,120.94,193.01,202.66,228.925
"ISM2",1.97,1.87,15,2.27,20.595,0,0.12,24.72,3.23,0.66,4.28,28.855,6.41
"UBP1",902.89,1159.07,599.49,1051.79,627.2,466.88,934.76,836.53,660.68,703.28,785.88,934.76,1073.91
"PNPLA8",563.18,500.46,503.95,329.84,587.36,334.46,432.53,438.595,466.88,297.17,475.06,341.515,400.71
"SP9",0.15,1.23,0,0,0,0,0,0,1.13,0,0,2.14,0
"ZNF239",43.63,114.36,134.3,50.27,55.105,14.56,42.11,105.15,24.99,51.71,78.89,157.135,98.04
"PCDH7",450.94,123.5,327.56,215.77,68.31,6.94,45.85,326.425,102.97,239.57,99.08,329.875,909.17
"STARD6",0,1.58,0,0,2.475,0,0,0,0,0,0,0,0
"LPL",44.89,5594.3,55.49,93.35,443.18,7.57,1950,52.085,90.77,73.805,90.14,46.035,234.57
"PSMD10",934.76,981.29,1304.15,825,854.15,412,954.43,974.5,902.89,715.595,890.44,1127.38,842.36
"C3orf18",152.28,228.13,206.94,172.65,278.255,70.51,161.02,259.475,70.01,176.29,351.15,397.97,383.01
"RAB15",420.68,312,123.5,283.05,234.575,202.66,265.87,249.73,140.04,218.03,195.04,126.56,162.14
"HPD",77.25,29.48,15.91,12.27,2109.635,46662.28,26.86,47.5,4.03,17,8.095,21.32,46.835
"ARHGAP11A",49.56,39.22,30.34,73.03,16.57,10.55,35.5,20.485,79.45,44.73,26.765,19.965,132.44
"ZYX",7857.29,4388.98,5219.6,4937.99,2011.925,1340.84,6079.61,2997.45,3081.75,3703.36,1950,10154.69,8963.45
"CDC6",43.63,37.59,40.93,49.91,11.01,16.03,22.75,30.78,88.26,41.81,18.225,21.16,111.99
"BANK1",137.14,67.59,67.59,29.91,66.65,5.82,226.54,148.625,24.28,43.63,299.25,15.225,29.48
"SCAMP1",532.74,656.11,497,327.56,681.655,166.73,348.71,629.35,450.94,387.02,454.09,462.115,329.84
"SLC30A8",5.87,1.01,1.07,3.35,17.72,0,1.99,0.725,0.3,5.085,2.745,3.185,6.16
"ACRV1",2.1,1.69,2.36,2.05,0.465,0,0.4,3.675,1.53,2.1,0.77,2.835,2.52
"TM2D2",860.08,884.29,1001.93,575.03,1111.845,647.07,854.13,984.705,612.11,681.655,951.13,967.76,547.75
"SLC25A26",555.41,587.13,466.88,503.95,618.55,607.87,486.75,543.96,521.76,375.11,660.68,571.05,573.04
"PPIAL4B",0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF160",283.05,483.38,323.03,267.73,301.33,133.36,341.51,295.11,162.14,275.28,618.52,384.38,609.99
"CSNK1D",2255.7,2075.59,1806.78,2537.92,1825.77,1037.29,2400.97,2537.98,1819.35,2271.4,2682.69,2247.905,2654.945
"UCK1",356.05,607.87,669.92,642.59,740.86,674.59,563.18,819.3,483.38,470.14,764.36,735.74,848.22
"RAB3GAP1",753.83,769.69,647.07,571.05,607.87,239.52,540.19,658.395,624.99,503.95,583.07,665.29,738.29
"EHBP1",708.18,785.88,616.37,579.04,435.55,624.99,381.68,407.73,547.75,371.22,406.31,857.105,878.17
"MANF",2133.97,1561.89,2400.97,1909.85,1668.275,2520.38,1844.76,2925.595,2609.3,2163.77,5460.225,2033.045,2555.58
"MMP25",29.48,26.1,15.8,41.52,9.105,24.11,110.43,25.63,21.78,33.3,26.955,15.11,36.27
"GNA11",954.43,1051.79,723.08,1923.14,1204.16,441.64,1015.93,1255.335,830.75,1457.26,1001.93,1008.9,1685.71
"ZNF528",182.55,327.56,118.43,191.67,251.48,57.89,236.21,334.49,134.3,191.005,480.04,296.14,395.18
"CLUH",915.51,836.53,470.14,1208.34,1192.145,2119.22,559.28,698.41,1407.55,1229.485,674.59,440.115,2271.4
"CTD-2583A14.9",0,2.03,0,0,0,4.74,1.41,4.1,2.29,0,5.635,0,0
"C1orf234",0,0,0,0,0,0,0,1.84,0,0,0,2.52,0
"INTS7",139.07,195.72,132.44,139.07,120.52,146.03,167.9,169.66,182.55,145.525,159.9,121.365,224.97
"ATG14",165.57,299.25,303.44,176.29,169.66,75.11,163.28,198.47,143.01,147.06,246.28,237.035,246.28
"CAPZB",6516.03,4575.41,6840.04,6381.92,4095.1,2537.92,5441.3,7057.17,5479.15,5933.9,4575.41,6384.37,6887.62
"GCG",0,0.12,0.22,125.24,0,0,0,2.555,0,12.98,0,0.12,0
"ANAPC10",339.14,500.46,497,277.2,399.32,269.6,444.72,362.3,323.03,285.03,434.04,437.085,309.83
"RBM4B",299.25,473.41,684.02,387.02,320.8,209.84,297.17,534.595,289.02,323.03,609.99,703.345,409.15
"MMP17",61.25,90.77,915.51,67.59,8.535,14.89,43.94,44.095,55.49,45.37,41.37,92.72,122.22
"AP1G1",426.57,785.88,438.59,616.37,1111.845,432.53,674.59,638.15,738.29,672.255,759.08,397.93,974.5
"ACTR8",323.03,356.05,297.17,285.03,384.35,165.57,291.04,293.07,295.11,220.32,321.915,303.44,301.33
"APOC1",748.61,2193.99,2573.36,624.99,240.37,610654.84,21768.19,455.67,358.54,392.44,1077.65,571.065,171.45
"SLC25A33",102.97,161.02,67.59,102.97,173.485,177.53,92.05,127.445,96.01,101.54,138.1,76.32,103.33
"NKX6-3",0,0.4,2.78,0.68,0,0,0,0.54,0.45,5.21,0,0,0
"N4BP1",536.45,587.13,460.44,457.25,289.02,253.23,842.36,435.56,703.28,460.44,444.72,397.945,1119.56
"ZC3HAV1",358.54,414.87,287.01,289.02,312,178.77,397.93,304.495,346.29,325.29,291.04,274.325,353.59
"DNAJC25-GNG10",9.56,4.31,4.62,7.94,10.805,9.48,7.4,12.555,15.45,77.255,4.445,6.525,12.425
"SPACA5",2.81,0,0,0,1.34,0,1.93,2.25,0,0,8.885,3.205,0
"CCHCR1",241.19,348.71,470.14,460.44,381.765,191.67,226.54,460.45,279.14,314.185,500.46,480.08,429.54
"FAM180A",96.01,115.16,73.03,33.54,58.31,165.57,57.89,8.16,21.32,35.885,44.57,103.38,51.35
"UBE4A",264.03,466.88,197.09,327.56,391.08,206.94,332.14,357.295,289.02,385.68,336.79,266.815,371.22
"ZNF106",392.44,733.19,239.52,361.04,392.675,100.83,567.1,379.045,486.75,312,278.17,268.665,1051.815
"CALN1",0.38,7.46,44.25,0.65,0.465,4.5,0.62,5.895,0.93,0.435,0.64,1.565,0.62
"SERPINI2",1.38,1.91,6.26,1.45,1.005,0.3,14.24,2.305,5.92,3.04,1.71,5.07,8.19
"CBLB",299.25,358.54,400.71,275.28,147.07,125.24,249.73,211.31,145.02,291.04,385.68,273.38,387.03
"CTD-2207O23.10",0,0,0,0,0,0,0,0,0,0,0,0,0
"CTBP1",2287.2,2032.85,2451.44,2664.15,2172.865,1936.53,2573.36,3007.875,2163.77,2477.08,2564.47,3455.29,2758.13
"CTD-2014B16.3",1.22,1.95,0,0,4.5,0,0,0.93,0,0,0,0,0
"LRP2",0.34,389.72,17.38,0,1008.93,7.22,182.55,2.92,0.52,0.05,1359.57,0,0
"IGF2",1037.29,1745.2,2468.49,273.37,515.445,7803.01,218.79,205.5,229.72,194.36,235.39,3136.105,476.71
"RNMTL1",301.33,301.33,275.28,307.69,351.14,412,244.57,320.8,351.14,298.21,278.17,359.79,358.54
"CD5",38.95,36.53,34.26,28.45,12.65,17.13,105.89,24.64,74.06,67.83,24.81,20.265,25.72
"PCMTD2",563.18,1081.39,684.02,470.14,938.065,417.77,591.22,733.19,463.65,497,733.19,961.095,651.58
"SLC25A18",12.64,73.54,30.56,18.7,19.145,1832.01,15.91,116.5,6.36,16.39,9.095,24.9,36.79
"FAT1",1119.56,2287.2,674.59,2061.24,2201.625,536.45,674.59,1447.15,961.07,1092.71,759.08,909.37,1819.35
"ACBD7",8,12.45,14.67,3.66,12,1.28,7,7.225,11.38,5.3,13.27,4.92,6.06
"PPP1R12B",2193.99,708.18,532.74,1781.89,286.02,74.06,351.14,1519.48,273.37,529.065,246.28,2426.205,3755.07
"ALAS2",2.51,6.52,2.92,4.1,5.825,7.69,30.34,2.315,1.64,7.165,6.67,2.92,3.53
"AP3B1",718.08,748.61,802.41,669.92,1015.95,316.37,642.59,713.11,848.22,603.67,875.135,708.18,854.13
"ANKRD34B",0,0.43,0,0,11.215,0.14,0.46,0.85,0,0,0,0,0
"AP3B2",38.4,92.7,34.26,37.59,28.615,1.62,19.53,79.45,32.82,43.17,100.48,52.45,78.615
"ADSL",836.53,866.07,967.76,884.29,769.69,579.04,819.3,799.635,866.07,624.99,764.36,1131.33,921.88
"TSPAN5",248,299.25,204.07,147.06,243.16,16.63,149.12,164.995,384.34,172.05,468.51,491.85,334.46
"ZMYND12",32.59,87.03,71.5,41.81,213.63,110.43,93.35,85.825,23.08,56.88,143.01,65.73,21.785
"C17orf58",305.55,599.49,764.36,209.84,226.565,217.27,159.9,262.205,178.77,215.77,231.32,569.16,175.07
"SMARCA5",529.06,599.49,532.74,457.25,457.295,221.86,718.08,491.85,409.15,387.02,616.37,505.73,620.67
"DUSP5",2018.8,503.95,262.2,387.02,375.11,336.79,412,412.16,1159.07,476.71,265.9,321.075,1697.45
"TMPRSS9",2.36,4.35,4.17,6.41,0.625,55.1,2.39,2.14,1.01,4.98,3.53,4.185,11.21
"ARHGEF19",256.78,258.57,591.22,128.79,108.31,37.05,201.25,314.29,447.82,164.435,454.09,297.18,620.67
"STT3A",1857.6,2816.11,3081.75,1651,2263.55,1583.71,1806.78,2796.72,1870.53,1819.35,2537.92,2609.865,1447.15
"LGSN",0.1,0,0,0.73,9.935,39.22,3.2,2.11,0,1.56,0,0,0
"CCBL2",457.25,656.11,529.06,412,660.75,297.17,417.77,540.205,470.14,490.14,532.74,577.035,612.11
"CRISP2",1.35,2.51,12.93,0.34,12.365,0.38,12.18,22.59,16.27,2.01,1.125,4.505,19.68
"SS18",890.44,1208.34,941.27,708.18,1081.415,603.67,866.07,1015.93,854.13,794.105,1143.1,981.29,1242.34
"FBXW5",1757.34,1037.29,1721.16,2895.31,1442.85,2468.49,1583.71,2171.3,2335.28,2767.73,1721.16,1529.73,3201.56
"CDKL1",211.31,135.24,466.88,256.78,878.17,30.78,289.02,195.04,80.01,147.575,252.355,373.845,146.03
"HPR",5.15,4.7,16.27,6.57,3.64,12853.63,19.82,5.085,1.77,8.16,2.84,3.47,28.04
"ECD",540.19,567.1,473.41,339.14,449.405,260.38,373.81,460.44,406.31,379.04,429.54,438.59,384.34
"FAM153C",4.35,4.9,33.3,5.23,8.135,2.71,29.27,86.735,7,10.24,37.455,7.695,79.73
"SRRM1",1066.48,1583.71,1081.39,1304.15,938.015,555.41,1119.56,1567.325,1073.91,1336.205,1513.9,1519.19,2417.67
"SLC5A4",3.38,11.47,5.87,1.83,9.395,1.3,19.97,4.505,1.43,10.51,12.27,12,5.065
"NBN",447.82,698.41,312,400.71,495.95,234.57,444.72,428.055,381.68,290.03,447.82,428.055,753.83
"AAED1",249.73,353.59,228.13,131.51,177.875,119.26,400.71,148.615,139.07,151.22,269.6,242.035,251.48
"ATP5J2",9945.68,9279.58,10959.3,12160.22,13781.545,12764.83,10440.2,13633.825,14065.74,14867.79,8628.185,7695.57,14262.1
"RSPH3",114.36,131.51,71,112.77,189.025,41.52,148.09,183.185,173.85,132.44,161.02,95.015,214.27
"GBP4",346.29,267.73,165.57,133.36,198.585,218.79,860.08,193.015,201.25,197.805,187.71,420.69,149.12
"AVIL",38.95,82.29,76.71,155.5,37.985,43.63,90.14,45.37,39.5,72.52,176.91,72.52,120.525
"KSR1",368.65,376.41,698.41,332.14,459.065,66.18,547.75,265.97,457.25,388.37,1012.415,525.595,1135.2
"ZBTB26",80.57,118.43,90.77,99.43,74.585,25.91,65.26,117.2,48.52,76.71,147.06,175.07,146.03
"HDGF",3874.05,3419.52,3491.39,4010.71,3847.29,5292.48,3395.89,2976.74,4903.87,3325.99,3742.05,3291.59,4639.29
"KCNG2",1.3,1.62,3.29,4.13,3.755,1.38,2.73,1.05,2.01,4.72,2.34,1.78,6.01
"C3",21172.91,23009.42,3928.15,5441.3,1132.845,419990.32,20451.65,3135.65,5112.16,6017.615,4853.17,12991.795,15023.28
"DLG5",665.29,665.29,583.07,426.57,175.71,54.33,193.01,794.145,514.56,347.5,866.09,483.38,925.09
"ZNF280B",4.98,5.87,21.16,7.34,7.15,1.08,5.45,15.855,3.89,8.095,30.78,33.475,8.45
"MBLAC2",54.33,119.26,105.89,63,91.465,65.26,53.57,87.65,72.01,65.95,76.17,110.045,81.71
"RAI1",316.37,241.19,251.48,212.78,182.045,85.22,258.57,330.99,341.51,325.29,361.04,333.315,417.77
"LHFPL3",0,0.69,45.53,12,24.46,0.31,32.82,1.315,0.42,3.47,0.13,2.06,1.66
"SRSF5",9215.48,8598.28,7642.41,8598.28,5518.46,5872.48,7130.55,7857.29,6381.92,5711.87,11112.3,8658.3,10368.08
"CCKBR",0.92,0.97,5.92,1.51,0.52,0,0.83,8.13,1.27,244.58,8.22,5.21,30.125
"ANK2",171.45,460.44,490.14,387.02,2090.835,24.28,176.29,165.57,113.56,165.59,380.36,389.76,577.035
"AIFM2",211.31,514.56,131.51,346.29,218.14,279.14,214.27,210.575,170.25,209.84,371.22,173.26,264.03
"HLCS",195.72,260.38,117.6,117.6,221.905,167.9,157.68,277.2,189.02,167.9,221.86,101.56,164.995
"MINA",435.55,529.06,281.09,325.29,458.87,262.2,320.8,423.61,607.87,372.515,1373.805,351.15,688.78
"C16orf98",4.31,9.78,18.97,15.11,3.64,3.17,11.55,12.315,16.63,11.465,3.425,10.63,15.91
"SPATA33",127.89,124.37,170.25,138.1,229.035,69.52,167.9,124.805,101.54,162.71,264.03,201.955,146.545
"TMEM44",166.73,224.97,320.8,414.87,116.89,78.89,348.71,182.55,164.42,158.235,207.66,289.025,258.57
"ADH1B",2047,17558.94,111.99,3257.52,1712.59,88905.42,9151.82,120.12,256.78,1519.15,981.29,1594.73,4067.1
"PRRT3",36.27,44.89,44.57,26.86,64.165,7.06,31.9,99.78,41.52,36.4,89.195,51.175,48.87
"RHBDF2",234.57,234.57,176.29,223.41,193.695,120.94,432.53,163.85,518.15,349.925,295.12,158.235,703.28
"KCNC2",0,12.18,0,1,0,0.95,0,28.965,0,0,0,0,0.4
"HAS2",73.03,46.5,35.25,41.52,21.035,7.06,79.45,14.51,18.56,27.345,12.735,17.445,36.01
"ADRB3",47.5,1.55,4.94,11.91,0.395,0,2.2,3.425,0,12.09,0,13.125,70.01
"ABCE1",607.87,796.86,555.41,420.68,500.765,361.04,486.75,473.41,718.08,426.57,476.71,529.065,703.28
"RNF13",1081.39,1721.16,1119.56,995,1668.275,915.51,1977.24,1583.71,1051.79,934.76,1388.16,1040.955,1085.155
"EQTN",1.22,3.11,5.36,3.29,2.39,0,2.46,0.765,0.78,2.67,2.32,3.06,3.085
"PGLYRP1",2.94,1.25,0.44,4.1,2.105,7.75,21.32,1.7,1.25,6.67,2.41,1.12,3.56
"ALDH3A2",954.43,1674.06,2178.83,1216.75,2426.205,3614.55,1896.65,2201.73,2209.26,1751.27,1838.385,1062.795,3303
"TMEM180",50.98,63.45,36.27,161.02,65.49,100.83,329.84,69.275,73.54,122.22,178.77,82,104.42
"METTL14",248,403.5,271.48,214.27,279.31,205.5,246.28,257.675,197.09,172.65,297.17,290.03,212.78
"KCNJ5",10,46.18,20.56,14.35,98.745,3.56,115.16,63.9,15.34,17.77,18.7,10.12,13.83
"BCL11A",120.94,182.55,183.82,279.14,16.465,10.16,63,235.4,307.69,203.395,90.14,74.85,483.38
"SVIL",3467.27,981.29,470.14,2835.7,477,116.78,656.11,1794.335,1268.46,672.29,893.54,2319.15,6121.9
"MKX",76.17,27.05,104.42,19.11,6.235,7.88,13.83,218.03,4.21,16.82,7.97,19.495,117.19
"SNIP1",138.1,201.25,130.6,141.02,125.68,111.99,151.22,156.045,135.24,142.01,151.22,163.28,147.06
"NFX1",497,603.67,460.44,450.94,398.015,379.04,500.46,457.265,454.09,434.04,583.07,440.115,557.345
"PTCH1",202.66,151.22,299.25,197.09,131.51,48.52,167.9,185.755,75.11,242.035,191.005,225.755,209.84
"UBXN4",1104.13,1498.22,1259.69,1096.5,1354.875,1096.5,1111.82,1493.045,1111.82,1151.06,1551.09,1119.585,1233.75
"CARD9",43.32,71.5,40.64,40.36,20.36,27.84,127,38.395,40.64,27.15,16.09,41.52,40.93
"POU6F2",20.86,1.97,20.11,0.51,2.39,10.47,0.82,1.445,0,2.01,0.32,0,2.05
"NPAS3",9.06,51.35,62.12,17.25,21.25,1.55,6.78,17,4.62,15.11,50.805,86.74,40.36
"SLC2A4",684.02,165.57,206.94,423.61,59.65,35.5,16.63,237.865,82.87,157.72,65.26,179.405,1943.265
"CHADL",100.83,116.78,214.27,107.38,65.725,59.13,92.05,218.79,111.99,88.26,149.12,59.55,166.73
"KIF23",35,61.25,30.12,72.01,47.84,6.78,39.5,24.99,100.83,55.49,13.72,53.2,193.01
"DACH2",8.58,1.97,5.02,1.93,16.755,0,0.82,7.72,1.25,3.53,1.37,7.69,1.165
"KLF4",3168.41,1697.45,4802.93,2645.74,341.51,175.07,1909.85,631.54,2976.74,2367.95,723.08,713.535,2895.31
"PTPN21",223.41,366.09,291.04,283.05,230.52,106.63,575.03,226.54,164.42,218.795,559.28,287.025,395.18
"PNOC",5.02,11.82,50.98,31.45,12.76,5.54,16.39,2.67,12.74,62.785,7,0,8.32
"EDN1",141.02,473.41,234.57,260.38,280.32,53.19,995,134.315,228.13,161.58,48.52,206.94,248
"DIAPH2",193.01,193.01,395.18,153.34,85.22,114.36,209.84,137.62,128.79,153.34,63.225,118.85,307.69
"IGSF5",3.99,6.73,10.16,3.79,10.715,1.07,0.95,29.375,2.84,2.92,9.375,6.73,4.26
"PUM1",708.18,1119.56,759.08,669.92,884.305,376.41,698.41,796.86,753.83,816.465,860.08,830.75,728.11
"PLXNB2",2875.3,2133.97,2976.74,2682.69,3729.305,2997.45,2956.17,3969.235,2935.74,4137.835,3768.09,2956.17,4450.27
"PTPRG",152.28,417.77,329.84,163.28,447.865,77.25,361.04,190.34,81.14,128.79,351.14,242.97,237.865
"RP11-863K10.7",4.1,15.8,3.86,4.58,8.795,40.07,6.11,5.085,4.46,3.905,3.275,3.17,5.94
"IRF2",819.3,796.86,579.04,733.19,512.805,511,780.44,703.345,624.99,816.465,547.75,746.02,647.07
"AFAP1",295.11,303.44,191.67,348.71,183.895,19.39,190.34,199.16,150.17,187.11,220.32,310.915,409.15
"SUMO1",2287.2,2485.67,3395.89,2133.97,2885.305,2956.17,2287.2,2682.69,2061.24,1794.29,2636.6,2664.15,1628.26
"PARD6G",205.5,185.11,320.8,77.79,105.22,41.81,66.18,191.67,248,85.82,457.25,178.175,403.5
"TMEM163",80.57,57.89,14.78,19.82,54.145,4.58,808,7.515,12.27,76.17,23.935,13.82,35.63
"RANBP10",190.34,281.09,285.03,255,216.52,267.73,258.57,236.21,273.37,255,269.605,291.045,376.41
"EMID1",101.54,71,260.38,98.73,163.28,78.89,239.52,194.36,28.04,127.455,470.14,446.875,45.37
"EBP",825,791.35,878.17,1359.57,1998.885,11424.74,1757.34,2692.02,2047,1345.51,947.83,740.86,2720.15
"SLC1A2",5.28,23.76,7.94,3.14,3.03,228.13,10.31,6.16,4.03,18.165,5.295,9.52,7.88
"CAB39L",813.63,878.17,307.69,543.96,407.73,62.12,361.04,1088.92,297.17,396.555,255.89,291.04,1001.95
"CHCHD6",323.03,329.84,567.1,277.2,402.22,198.47,521.76,413.435,314.17,242.035,488.445,557.345,319.685
"PNPLA2",2573.36,6207.38,2287.2,2701.35,2141.395,2468.49,2956.17,2295.16,1977.24,3049.875,2384.37,2351.53,3564.78
"FAM149B1",381.68,480.04,438.59,303.44,466.98,293.07,356.05,372.515,277.2,286.02,438.59,450.94,389.72
"PAIP2B",57.08,114.36,102.97,79.45,164.995,211.31,77.25,144.01,163.28,130.21,110.43,105.525,204.07
"AC007952.5",7.94,13.83,18.97,10.16,10.535,7.69,24.63,4.68,1.38,9.7,24.02,26.76,13.67
"TCIRG1",1832.01,708.18,1457.23,2178.83,438.595,1135.2,2701.35,1281.795,934.76,1709.26,1326.97,1519.19,2573.36
"SNX19",532.74,753.83,242.88,633.73,764.36,323.03,591.22,723.08,511,691.18,748.61,545.875,941.27
"WDR31",36.27,82.29,52.08,28.45,104.07,21.78,36.79,62.34,50.63,36.4,82.58,39.5,41.52
"GLTP",1709.26,866.07,848.22,1088.92,1709.42,265.87,1088.92,1085.155,3690.52,984.705,854.13,614.24,6840.04
"ITGB8",138.1,229.72,387.02,44.25,740.86,7.63,53.19,185.755,249.73,77.795,77.25,122.22,186.4
"KRT6B",9.93,629.35,1.14,2.23,0.425,1.97,4.35,3.875,11745.96,12.93,0.755,0.335,12244.81
